bookid	date1	date2	date3	date4
5248	2011-6-22			
5249	2011-6-23	5~8天		
5250	2011-6-23	5~8天		
5251	2011-6-23	5~8天		
5252	2011-6-23	5~8天		
5253	2011-6-23	5~8天		
5254	2011-6-23	5~8天		
5255	2011-6-23	5~8天		
5256	2011-6-23	5~8天		
5257	2011-6-23	5~8天		
5258	2011-6-23	5~8天		
5259	2011-6-24	5~8天		
5260	2011-6-24	5~8天		
5261	2011-6-24	5~8天		
5262	2011-6-24	5~8天		
5263	2011-6-24	5~8天		
5264	2011-6-24	5~8天		
5265	2011-6-27	5~8天		
5266	2011-6-27	5~8天		
5267	2011-6-27			
5268	2011-6-27			
5269	2011-6-27			
5270	2011-6-28	5~8天		
5271	2011-6-28	5~8天		
5272	2011-6-28	5~8天		
5273	2011-6-28	5~8天		
5274	2011-6-28	5~8天		
5275	2011-6-28	5~8天		
5276	2011-6-30	5~8天		
5277	2011-6-30			
5278	2011-6-30	5~8天		
5279	2011-7-1	5~8天		
5280	2011-7-1	5~8天		
5281	2011-7-5			
5282	2011-7-7	5~8天		
5283	2011-7-7			
5284	2011-7-8	5~8天		
5285	2011-7-8	5~8天		
5286	2011-7-8	5~8天		
5287	2011-7-8	5~8天		
5288	2011-7-8	5~8天		
5289	2011-7-8	5~8天		
5290	2011-7-8	5~8天		
5291	2011-7-8	5~8天		
5292	2011-7-8	2周		
5293	2011-7-8	5~8天		
5294	2011-7-8	5~8天		
5295	2011-7-8	5~8天		
5296	2011-7-8	5~8天		
5297	2011-7-8	5~8天		
5298	2011-7-8	5~8天		
5299	2011-7-8	20公斤有现货 30公斤一周		
5300	2011-7-8	5~8天		
5301	2011-7-8	5~8天		
5302	2011-7-8	5~8天		
5303	2011-7-8	5~8天		
5304	2011-7-8	5~8天		
5305	2011-7-8	5~8天		
5306	2011-7-11	5~8天		
5307	2011-7-11	5~8天		
5308	2011-7-11	5~8天		
5309	2011-7-11	5~8天		
5310	2011-7-11	5~8天		
5311	2011-7-11	5~8天		
5312	2011-7-12	5~8天		
5313	2011-7-12	5~8天		
5314	2011-7-12	5~8天		
5315	2011-7-12	5~8天		
5316	2011-7-12	5~8天		
5317	2011-7-12	5~8天		
5318	2011-7-12	5~8天		
5319	2011-7-13	5~8天		
5320	2011-7-14	5~8天		
5321	2011-7-14			
5322	2011-7-14	5~8天		
5323	2011-7-14	5~8天		
5324	2011-7-14	5~8天		
5325	2011-7-14	5~8天		
5326	2011-7-14	5~8天		
5327	2011-7-14	5~8天		
5328	2011-7-14	5~8天		
5329	2011-7-14	5~8天		
5330	2011-7-14	5~8天		
5331	2011-7-14	5~8天		
5333	2011-7-15	5~8天		
5334	2011-7-15	5~8天		
5335	2011-7-15	7月23日前		
5336	2011-7-18	5~8天		
5337	2011-7-19	5~8天		
5338	2011-7-19	5~8天		
5339	2011-7-19	5~8天		
5340	2011-7-19	5~8天		
5341	2011-7-19	5~8天		
5342	2011-7-19	5~8天		
5343	2011-7-19	5~8天		
5344	2011-7-19	5~8天		
5345	2011-7-19	5~8天		
5346	2011-7-19	5~8天		
5347	2011-7-19	5~8天		
5348	2011-7-19	5~8天		
5349	2011-7-20	5~8天		
5350	2011-7-20	5~8天		
5351	2011-7-20	5~8天		
5352	2011-7-20	5~8天		
5353	2011-7-21	1周到2周		
5354	2011-7-21	要先确认样品再安排		
5355	2011-7-21	5~8天		
5356	2011-7-21	要到九月初才有货		
5357	2011-7-21			
5358	2011-7-21			
5359	2011-7-21	5~8天		
5360	2011-7-22	5~8天		
5361	2011-7-22	5~8天		
5362	2011-7-22	5~8天		
5363	2011-7-22	5~8天		
5364	2011-7-25	5~8天		
5365	2011-7-25	5~8天		
5366	2011-7-25	5~8天		
5367	2011-7-25	5~8天		
5368	2011-7-25	5~8天		
5369	2011-7-25	5~8天		
5370	2011-7-13	5~8天		
5371	2011-7-26	5~8天		
5372	2011-7-26	3周		
5373	2011-7-26	5~8天		
5374	2011-7-27	5~8天		
5375	2011-7-27	5~8天		
5376	2011-7-27	5~8天		
5377	2011-7-28	5~8天		
5378	2011-7-28	5~8天		
5379	2011-7-28	5~8天		
5380	2011-7-28	5~8天		
5381	2011-7-29	5~8天		
5382	2011-7-29	5~8天		
5383	2011-7-29	5~8天		
5384	2011-7-29	5~8天		
5385	2011-7-29	5~8天		
5386	2011-7-29	5~8天		
5387	2011-8-1	5~8天		
5388	2011-8-1	5~8天		
5389	2011-8-2	5~8天		
5390	2011-8-2	5~8天		
5391	2011-8-2	5~8天		
5392	2011-8-2	5~8天		
5394	2011-8-3	5~8天		
5395	2011-8-3	5~8天		
5396	2011-8-5	5~8天		
5397	2011-8-5	5~8天		
5398	2011-8-5	5~8天		
5399	2011-8-5	8月29日前交货		
5400	2011-8-8	5~8天		
5401	2011-8-8	5~8天		
5402	2011-8-8	5~8天		
5403	2011-8-8	5~8天		
5404	2011-8-9	5~8天		
5405	2011-8-9	2周		
5406	2011-8-10	5~8天		
5407	2011-8-10	5~8天		
5408	2011-8-10	5~8天		
5409	2011-8-10	5~8天		
5410	2011-8-10	5~8天		
5411	2011-8-11	5~8天		
5412	2011-8-11	10天交货		
5413	2011-8-11	5~8天		
5414	2011-8-11	5~8天		
5415	2011-8-11	5~8天		
5416	2011-8-11	5~8天		
5417	2011-8-12	5~8天		
5418	2011-8-12	5~8天		
5419	2011-8-15	8月30日前		
5420	2011-8-15	5~8天		
5421	2011-8-15	5~8天		
5422	2011-8-15	5~8天		
5423	2011-8-15	5~8天		
5424	2011-8-16	5~8天		
5425	2011-8-17	5~8天		
5427	2011-8-18	5~8天		
5428	2011-8-18	5~8天		
5429	2011-8-18	5~8天		
5430	2011-8-22	5~8天		
5431	2011-8-22	凑海运		
5432	2011-8-22	凑海运		
5433	2011-8-22	凑海运		
5434	2011-8-22	5~8天		
5435	2011-8-22	5~8天		
5436	2011-8-22	5~8天		
5437	2011-8-23	5~8天		
5438	2011-8-23	5~8天		
5439	2011-8-23	5~8天		
5440	2011-8-23	5~8天		
5441	2011-8-23	5~8天		
5442	2011-8-23	5~8天		
5443	2011-8-24	9月1日前客户要收到货		
5444	2011-8-24	5~8天		
5445	2011-8-24	5~8天		
5446	2011-8-24	5~8天		
5447	2011-8-25	5~8天		
5448	2011-8-25	5~8天		
5449	2011-8-25			
5450	2011-8-26	5~8天		
5451	2011-8-26	5~8天		
5452	2011-8-26	5~8天		
5453	2011-8-26	2~3周		
5454	2011-8-26	5~8天		
5455	2011-8-29	5~8天		
5456	2011-8-29	5~8天		
5457	2011-8-29	2周		
5458	2011-8-30	5~8天		
5459	2011-8-30	5~8天		
5460	2011-8-30	5~8天		
5461	2011-8-30	5~8天		
5462	2011-8-30	5~8天		
5463	2011-8-30	5~8天		
5464	2011-8-30	5~8天		
5465	2011-8-30	18~20天		
5466	2011-8-30	5~8天		
5467	2011-8-30	5~8天		
5468	2011-8-30	5~8天		
5469	2011-8-30	5~8天		
5470	2011-8-30	5~8天		
5471	2011-8-30	5~8天		
5472	2011-8-30	5~8天		
5473	2011-8-31	9月16号前		
5474	2011-8-31	5~8天		
5475	2011-8-31	一周		
5476	2011-8-31	5~8天		
5477	2011-8-31	5~8天		
5478	2011-8-31	5~8天		
5479	2011-8-31	5~8天		
5480	2011-8-31	5~8天		
5481	2011-8-31	9月中旬		
5482	2011-8-31	5~8天		
5483	2011-8-31	5~8天		
5484	2011-9-1	5~8天		
5485	2011-9-1	5~8天		
5486	2011-9-1	20天		
5487	2011-9-1	5~8天		
5488	2011-9-2	5~8天		
5489	2011-9-2	5~8天		
5490	2011-9-5	5~8天		
5491	2011-9-5	5~8天		
5492	2011-9-5	5~8天		
5493	2011-9-6	5~8天		
5494	2011-9-6	5~8天		
5495	2011-9-6	5~8天		
5496	2011-9-6	5~8天		
5497	2011-9-6	5~8天		
5498	2011-9-7	5~8天		
5499	2011-9-7	5~8天		
5500	2011-9-7	5~8天		
5501	2011-9-7	5~8天		
5502	2011-9-7	5~8天		
5503	2011-9-7	5~8天		
5504	2011-9-7	5~8天		
5505	2011-9-7	5~8天		
5506	2011-9-8	5~8天		
5507	2011-9-8	5~8天		
5508	2011-9-8	5~8天		
5509	2011-9-8	5~8天		
5510	2011-9-8	5~8天		
5511	2011-9-8	5~8天		
5512	2011-9-8	5~8天		
5513	2011-9-8	5~8天		
5514	2011-9-8	5~8天		
5515	2011-9-8	5~8天		
5516	2011-9-8	2周		
5517	2011-9-8	5~8天		
5518	2011-9-9	5~8天		
5519	2011-9-9	5~8天		
5520	2011-9-9	5~8天		
5521	2011-9-13	5~8天		
5522	2011-9-13	5~8天		
5523	2011-9-13	5~8天		
5524	2011-9-13	5~8天		
5525	2011-9-13	5~8天		
5526	2011-9-13	5~8天		
5527	2011-9-13	5~8天		
5528	2011-9-13	5~8天		
5529	2011-9-14	5~8天		
5530	2011-9-14	5~8天		
5531	2011-9-14	5~8天		
5532	2011-9-14	5~8天		
5533	2011-9-14	5~8天		
5534	2011-9-15	2周		
5535	2011-9-15	5~8天		
5536	2011-9-15	5周		
5537	2011-9-15	5~8天		
5538	2011-9-15	5~8天		
5539	2011-9-15	5~8天		
5540	2011-9-16	5~8天		
5541	2011-9-16	5~8天		
5542	2011-9-16	5~8天		
5543	2011-9-16	5~8天		
5544	2011-9-16	5~8天		
5545	2011-9-16	5~8天		
5546	2011-9-16	5~8天		
5547	2011-9-16	10天交货		
5548	2011-9-16	9~12天		
5549	2011-9-20	5~8天		
5550	2011-9-20	5~8天		
5551	2011-9-21	5~8天		
5552	2011-9-21	5~8天		
5553	2011-9-21	5~8天		
5554	2011-9-21	一周		
5555	2011-9-21	5~8天		
5556	2011-9-21	5~8天		
5557	2011-9-21	5~8天		
5558	2011-9-21	5~8天		
5559	2011-9-22	5~8天		
5560	2011-9-22	5~8天		
5561	2011-9-22	一周		
5562	2011-9-22	5~8天		
5563	2011-9-22	下周出货		
5564	2011-9-23	5~8天		
5565	2011-9-23	5~8天		
5566	2011-9-23	5~8天		
5567	2011-9-23	5~8天		
5568	2011-9-26	5~8天		
5569	2011-9-26	5~8天		
5570	2011-9-26	5~8天		
5571	2011-9-26	5~8天		
5572	2011-9-28	5~8天		
5574	2011-9-28	5~8天		
5575	2011-9-28	5~8天		
5576	2011-9-28	5~8天		
5577	2011-9-28	5~8天		
5578	2011-9-28	5~8天		
5579	2011-9-28	5~8天		
5580	2011-9-28	5~8天		
5581	2011-9-28	5~8天		
5582	2011-9-28	5~8天		
5583	2011-9-28	5~8天		
5584	2011-9-28	5~8天		
5585	2011-9-29	5~8天		
5586	2011-9-29	5~8天		
5587	2011-9-29	5~8天		
5588	2011-9-29	5~8天		
5589	2011-9-29	5~8天		
5590	2011-9-30	5~8天		
5591	2011-9-30	5~8天		
5592	2011-10-7			
5593	2011-10-7	5~8天		
5594	2011-10-7	5~8天		
5595	2011-10-8	5~8天		
5596	2011-10-8	2~3周		
5597	2011-10-8	5~8天		
5598	2011-10-8	5~8天		
5599	2011-10-8	5~8天		
5600	2011-10-8	5~8天		
5601	2011-10-8	5~8天		
5602	2011-10-8	5~8天		
5603	2011-10-8	5~8天		
5604	2011-10-8	5~8天		
5605	2011-10-8	5~8天		
5606	2011-10-8	5~8天		
5607	2011-10-9	5~8天		
5608	2011-10-9	5~8天		
5609	2011-10-9	5~8天		
5610	2011-10-9	5~8天		
5611	2011-10-9	5~8天		
5612	2011-10-9	5~8天		
5613	2011-10-9	5~8天		
5614	2011-10-9	5~8天		
5615	2011-10-9	5~8天		
5616	2011-10-9	5~8天		
5617	2011-10-9	5~8天		
5618	2011-10-9	5~8天		
5619	2011-10-9	5~8天		
5620	2011-10-10	5~8天		
5621	2011-10-10	5~8天		
5622	2011-10-10	5~8天		
5623	2011-10-10	4月初有货		
5624	2011-10-11			
5625	2011-10-11	5~8天		
5626	2011-10-11	5~8天		
5627	2011-10-11			
5628	2011-10-11	5~8天		
5629	2011-10-11	5~8天		
5630	2011-10-11	5~8天		
5631	2011-10-12	5~8天		
5632	2011-10-12	5~8天		
5633	2011-10-12	5~8天		
5634	2011-10-12	5~8天		
5635	2011-10-12	5~8天		
5636	2011-10-12	5~8天		
5637	2011-10-12	5~8天		
5638	2011-10-12	一周后出货		
5639	2011-10-12	5~8天		
5640	2011-10-13	5~8天		
5641	2011-10-13	5~8天		
5642	2011-10-13	25天		
5643	2011-10-13	5~8天		
5644	2011-10-13	5~8天		
5645	2011-10-13			
5646	2011-10-13	5~8天		
5647	2011-10-13	5~8天		
5648	2011-10-14	5~8天		
5649	2011-10-14	5~8天		
5650	2011-10-14	5~8天		
5651	2011-10-14	5~8天		
5652	2011-10-17	5~8天		
5653	2011-10-17	5~8天		
5654	2011-10-17	5~8天		
5655	2011-10-18	5~8天		
5656	2011-10-18	5~8天		
5657	2011-10-18	5~8天		
5658	2011-10-18	5~8天		
5659	2011-10-19	5~8天		
5660	2011-10-19	5~8天		
5661	2011-10-19	5~8天		
5662	2011-10-19	5~8天		
5663	2011-10-19	5~8天		
5664	2011-10-19	5~8天		
5665	2011-10-19	5~8天		
5666	2011-10-19	5~8天		
5667	2011-10-19	5~8天		
5668	2011-10-19			
5669	2011-10-20	5~8天		
5670	2011-10-20	5~8天		
5671	2011-10-20	5~8天		
